BN Part Number,OEM #,LBS.,,,Pt,Pd,Rh,Pt 100,Pd 100,Rh 100,Pt 97 , Pd 96.5 ,Rh 88,Refining , Treatment Charges,Interest Charges,Gross ,Net,,,,Per Lbs $
SMALL BREAD,25361405,2.2869,0.99,2.31,388,2340,450,0.01,0.08,0.02,0.01,0.08,0.01,0.20,1.83,#VALUE!,380.10,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,25174321,1.7226,0.99,1.74,2165,26,470,0.05,0.00,0.01,0.05,0.00,0.01,0.13,1.38,#VALUE!,210.03,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,25178774,1.5642,0.99,1.58,1247,30,304,0.03,0.00,0.01,0.03,0.00,0.01,0.07,1.25,#VALUE!,120.61,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,25320303,1.3761,0.99,1.39,3008,2975,857,0.06,0.06,0.02,0.06,0.06,0.02,0.26,1.10,#VALUE!,415.20,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,T01,1.6137,0.99,1.63,1811,10,369,0.04,0.00,0.01,0.04,0.00,0.01,0.10,1.29,#VALUE!,156.48,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U01,1.5642,0.99,1.58,2523,32,770,0.06,0.00,0.02,0.06,0.00,0.02,0.14,1.25,#VALUE!,289.26,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U02,1.485,0.99,1.50,2384,36,607,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.19,#VALUE!,225.29,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U03,1.7028,0.99,1.72,1778,23,324,0.04,0.00,0.01,0.04,0.00,0.01,0.10,1.36,#VALUE!,150.27,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U04,1.4652,0.99,1.48,3029,22,635,0.06,0.00,0.01,0.06,0.00,0.01,0.15,1.17,#VALUE!,242.90,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U08,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,59,0.68,40.12, $ 40.00 ,#DIV/0!
CAMRY,U09,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,66,0.68,44.88, $ 45.00 ,#DIV/0!
CAMRY,U10,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,91,0.68,61.88, $ 62.00 ,#DIV/0!
CAMRY,U11,1.3266,0.99,1.34,1828,21,368,0.04,0.00,0.01,0.03,0.00,0.01,0.08,1.06,#VALUE!,129.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U13,1.5246,0.99,1.54,1821,24,404,0.04,0.00,0.01,0.04,0.00,0.01,0.10,1.22,#VALUE!,159.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U14,1.5345,0.99,1.55,2182,20,492,0.05,0.00,0.01,0.05,0.00,0.01,0.11,1.23,#VALUE!,193.67,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U15,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,69,0.68,46.92, $ 47.00 ,#DIV/0!
CAMRY,U20,1.5246,0.99,1.54,1766,32,436,0.04,0.00,0.01,0.04,0.00,0.01,0.09,1.22,#VALUE!,167.59,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U21,1.485,0.99,1.5,1523,27,312,0.03,0.00,0.01,0.03,0.00,0.01,0.08,1.19,#VALUE!,122.45,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U22,1.5147,0.99,1.53,3744,28,735,0.08,0.00,0.02,0.08,0.00,0.01,0.19,1.21,#VALUE!,295.87,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U25,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,149,0.68,101.32, $ 101.00 ,#DIV/0!
CAMRY,U26,1.386,0.99,1.40,2947,33,626,0.06,0.00,0.01,0.06,0.00,0.01,0.14,1.11,#VALUE!,226.25,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U27,1.4751,0.99,1.49,1772,1984,444,0.04,0.04,0.01,0.04,0.04,0.01,0.17,1.18,#VALUE!,255.72,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U28,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,90,0.68,61.2, $ 61.00 ,#DIV/0!
CAMRY,U31,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,51,0.68,34.68, $ 35.00 ,#DIV/0!
CAMRY,U32,1.4553,0.99,1.47,2581,21,763,0.05,0.00,0.02,0.05,0.00,0.01,0.14,1.16,#VALUE!,267.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U34,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,51,0.68,34.68, $ 35.00 ,#DIV/0!
CAMRY,U35,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,87,0.68,59.16, $ 59.00 ,#DIV/0!
CAMRY,U37,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,74,0.68,50.32, $ 50.00 ,#DIV/0!
CAMRY,U43,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,74,0.68,50.32, $ 50.00 ,#DIV/0!
CAMRY,U48,1.4454,0.99,1.46,2949,3304,947,0.06,0.07,0.02,0.06,0.07,0.02,0.29,1.16,#VALUE!,475.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U50,1.7721,0.99,1.79,8035,17,717,0.21,0.00,0.02,0.20,0.00,0.02,0.44,1.42,#VALUE!,446.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U52,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,77,0.68,52.36, $ 52.00 ,#DIV/0!
CAMRY,U55,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,59,0.68,40.12, $ 40.00 ,#DIV/0!
CAMRY,U56,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,61,0.68,41.48, $ 41.00 ,#DIV/0!
CAMRY,U57,1.485,0.99,1.50,1917,5,310,0.04,0.00,0.01,0.04,0.00,0.01,0.09,1.19,#VALUE!,129.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U60,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,60,0.68,40.8, $ 41.00 ,#DIV/0!
CAMRY,U61,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,59,0.68,40.12, $ 40.00 ,#DIV/0!
CAMRY,U64,1.5048,0.99,1.52,2225,24,555,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.20,#VALUE!,209.27,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U65,1.4751,0.99,1.49,1877,1997,446,0.04,0.04,0.01,0.04,0.04,0.01,0.18,1.18,#VALUE!,259.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U67,1.4157,0.99,1.43,1657,31,425,0.03,0.00,0.01,0.03,0.00,0.01,0.08,1.13,#VALUE!,150.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U68,1.4751,0.99,1.49,1735,2323,457,0.04,0.05,0.01,0.04,0.05,0.01,0.19,1.18,#VALUE!,274.47,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U69,1.3761,0.99,1.39,2947,33,626,0.06,0.00,0.01,0.06,0.00,0.01,0.14,1.10,#VALUE!,224.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U77,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,94,0.68,63.92, $ 64.00 ,#DIV/0!
CAMRY,U80,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,83,0.68,56.44, $ 56.00 ,#DIV/0!
CAMRY,U85,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,82,0.68,55.76, $ 56.00 ,#DIV/0!
CAMRY,U87,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,102,0.68,69.36, $ 69.00 ,#DIV/0!
CAMRY,U88,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,110,0.68,74.8, $ 75.00 ,#DIV/0!
CAMRY,U89,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,75,0.68,51, $ 51.00 ,#DIV/0!
CAMRY,U90,1.6335,0.99,1.65,1493,22,308,0.04,0.00,0.01,0.03,0.00,0.01,0.08,1.31,#VALUE!,132.49,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U91,1.6434,0.99,1.66,1981,25,422,0.05,0.00,0.01,0.05,0.00,0.01,0.11,1.31,#VALUE!,180.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U92,1.5939,0.99,1.61,1560,25,394,0.04,0.00,0.01,0.04,0.00,0.01,0.09,1.28,#VALUE!,157.32,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U93,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,73,0.68,49.64, $ 50.00 ,#DIV/0!
CAMRY,U94,1.3662,0.99,1.38,2863,2692,968,0.06,0.05,0.02,0.06,0.05,0.02,0.25,1.09,#VALUE!,426.36,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U95,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,67,0.68,45.56, $ 46.00 ,#DIV/0!
CAMRY,U96,1.4256,0.99,1.44,1841,51,462,0.04,0.00,0.01,0.04,0.00,0.01,0.09,1.14,#VALUE!,166.21,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U97,1.4553,0.99,1.47,1326,26,270,0.03,0.00,0.01,0.03,0.00,0.01,0.07,1.16,#VALUE!,104.13,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U98,1.4355,0.99,1.45,2253,16,479,0.05,0.00,0.01,0.05,0.00,0.01,0.11,1.15,#VALUE!,178.84,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,U99,1.5048,0.99,1.52,2345,12,875,0.05,0.00,0.02,0.05,0.00,0.02,0.13,1.20,#VALUE!,303.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,UA1,1.4652,0.99,1.48,2969,20,801,0.06,0.00,0.02,0.06,0.00,0.02,0.15,1.17,#VALUE!,288.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,UA2,1.4256,0.99,1.44,2893,28,939,0.06,0.00,0.02,0.06,0.00,0.02,0.15,1.14,#VALUE!,317.29,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
CAMRY,UA3,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,93,0.68,63.24, $ 63.00 ,#DIV/0!
CAMRY,UA7,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,94,0.68,63.92, $ 64.00 ,#DIV/0!
CAMRY,UB4,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,79,0.68,53.72, $ 54.00 ,#DIV/0!
CAMRY,UB5,0,0.99,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,0.00,54,0.68,36.72, $ 37.00 ,#DIV/0!
107,25160620,3.9897,0.99,4.03,669,2800,64,0.04,0.16,0.00,0.04,0.16,0.00,0.40,3.19,#VALUE!,440.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
107,25161492,3.6333,0.99,3.67,1267,36,105,0.07,0.00,0.01,0.07,0.00,0.00,0.14,2.91,#VALUE!,142.70,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
107,25311944,4.059,0.99,4.1,432,5943,484,0.03,0.35,0.03,0.02,0.34,0.03,0.78,3.25,#VALUE!,1166.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
109,25165218,3.5739,0.99,3.61,1586,22,199,0.08,0.00,0.01,0.08,0.00,0.01,0.18,2.86,#VALUE!,219.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
127,2227747002,1.881,0.99,1.90,2,4782,506,0.00,0.13,0.01,0.00,0.13,0.01,0.28,1.50,#VALUE!,468.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
127,2977747002,1.7622,0.99,1.78,6,4002,493,0.00,0.10,0.01,0.00,0.10,0.01,0.22,1.41,#VALUE!,390.69,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
135,10370884,1.6731,0.99,1.69,753,3188,362,0.02,0.08,0.01,0.02,0.08,0.01,0.20,1.34,#VALUE!,303.30,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
139,12586636,1.7721,0.99,1.79,214,2312,250,0.01,0.06,0.01,0.01,0.06,0.01,0.14,1.42,#VALUE!,220.38,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
139,12618546,1.9107,0.99,1.93,11,3617,176,0.00,0.10,0.00,0.00,0.10,0.00,0.20,1.53,#VALUE!,283.86,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
139,12627936,1.8414,0.99,1.86,9,4385,171,0.00,0.12,0.00,0.00,0.11,0.00,0.24,1.47,#VALUE!,316.52,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
021,25143534,3.366,0.99,3.40,1670,13,234,0.08,0.00,0.01,0.08,0.00,0.01,0.18,2.69,#VALUE!,232.52,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
028,25143483,3.4452,0.99,3.48,1573,9,203,0.08,0.00,0.01,0.08,0.00,0.01,0.17,2.76,#VALUE!,212.27,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
028,25145473,3.3957,0.99,3.43,1613,25,206,0.08,0.00,0.01,0.08,0.00,0.01,0.18,2.72,#VALUE!,214.82,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
028,25146384,3.3462,0.99,3.38,1761,7,216,0.09,0.00,0.01,0.08,0.00,0.01,0.19,2.68,#VALUE!,223.23,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
028,25164361,3.6927,0.99,3.73,1617,22,207,0.09,0.00,0.01,0.08,0.00,0.01,0.19,2.95,#VALUE!,234.18,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
036B,25325284,3.5937,0.99,3.63,978,2731,300,0.05,0.14,0.02,0.05,0.14,0.01,0.40,2.87,#VALUE!,568.02,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
036B,25318682,3.6036,0.99,3.64,819,2661,222,0.04,0.14,0.01,0.04,0.13,0.01,0.37,2.88,#VALUE!,499.38,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
039E,21013182,1.8711,0.99,1.89,2,3788,453,0.00,0.10,0.01,0.00,0.10,0.01,0.22,1.50,#VALUE!,387.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
039E,21013084,1.8612,0.99,1.88,2,3871,415,0.00,0.11,0.01,0.00,0.10,0.01,0.22,1.49,#VALUE!,376.87,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
039E,21013337,1.6533,0.99,1.67,2,3005,290,0.00,0.07,0.01,0.00,0.07,0.01,0.15,1.32,#VALUE!,249.65,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
039J,96553582,1.0098,0.99,1.02,2,5574,1224,0.00,0.08,0.02,0.00,0.08,0.02,0.19,0.81,#VALUE!,416.18,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
039J,25356322,1.5147,0.99,1.53,548,2050,500,0.01,0.05,0.01,0.01,0.04,0.01,0.13,1.21,#VALUE!,255.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
039J,96803246,1.1286,0.99,1.14,2,1174,365,0.00,0.02,0.01,0.00,0.02,0.01,0.05,0.90,#VALUE!,121.28,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
042A,21006802,0.9108,0.99,0.92,2,3869,19,0.00,0.05,0.00,0.00,0.05,0.00,0.10,0.73,#VALUE!,114.94,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
042B,25465026,1.089,0.99,1.10,0,4041,18,0.00,0.06,0.00,0.00,0.06,0.00,0.12,0.87,#VALUE!,143.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
042D,96282699,0.9405,0.99,0.95,202,5735,223,0.00,0.08,0.00,0.00,0.08,0.00,0.16,0.75,#VALUE!,213.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
042D,96292929,0.9405,0.99,0.95,243,6717,244,0.00,0.09,0.00,0.00,0.09,0.00,0.19,0.75,#VALUE!,247.44,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
042D,96553681,0.9405,0.99,0.95,0,3687,18,0.00,0.05,0.00,0.00,0.05,0.00,0.10,0.75,#VALUE!,113.06,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
042F,96425611,1.3662,0.99,1.38,2,5525,285,0.00,0.11,0.01,0.00,0.11,0.00,0.22,1.09,#VALUE!,314.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
042F,96536865,1.3662,0.99,1.38,26,7222,418,0.00,0.14,0.01,0.00,0.14,0.01,0.29,1.09,#VALUE!,422.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
045D,25322539,0.5445,0.99,0.55,2,10190,31,0.00,0.08,0.00,0.00,0.08,0.00,0.16,0.44,#VALUE!,178.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
065,25056825,1.188,0.99,1.2,611,13,138,0.01,0.00,0.00,0.01,0.00,0.00,0.03,0.95,#VALUE!,42.32,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
073B,NO OE#,1.1979,0.99,1.21,258,5326,334,0.00,0.09,0.01,0.00,0.09,0.01,0.20,0.96,#VALUE!,283.41,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
087K,12568312,2.5542,0.99,2.58,2080,3158,415,0.08,0.12,0.02,0.08,0.11,0.01,0.40,2.04,#VALUE!,534.61,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
106A,25153083,1.7424,0.99,1.76,2571,77,198,0.07,0.00,0.01,0.06,0.00,0.00,0.14,1.39,#VALUE!,134.03,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
106B,25153080,2.0097,0.99,2.03,2484,16,184,0.07,0.00,0.01,0.07,0.00,0.00,0.15,1.61,#VALUE!,142.82,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
106B,25163198,2.0097,0.99,2.03,2296,14,180,0.07,0.00,0.01,0.07,0.00,0.00,0.14,1.61,#VALUE!,135.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
106B,25180066,1.8909,0.99,1.91,331,4921,360,0.01,0.14,0.01,0.01,0.13,0.01,0.30,1.51,#VALUE!,434.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G LONG,12612434,1.7919,0.99,1.81,2,7684,243,0.00,0.20,0.01,0.00,0.19,0.01,0.40,1.43,#VALUE!,519.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G LONG,12596496,2.0493,0.99,2.07,2,1864,450,0.00,0.06,0.01,0.00,0.05,0.01,0.13,1.64,#VALUE!,298.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G LONG,12603569,2.0493,0.99,2.07,2,2651,278,0.00,0.08,0.01,0.00,0.08,0.01,0.17,1.64,#VALUE!,281.75,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G LONG,12597227,2.277,0.99,2.30,4,1870,177,0.00,0.06,0.01,0.00,0.06,0.01,0.13,1.82,#VALUE!,212.54,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G LONG,12603570,1.9008,0.99,1.92,2,1526,207,0.00,0.04,0.01,0.00,0.04,0.01,0.09,1.52,#VALUE!,167.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G LONG,12579934,2.9205,0.99,2.95,168,1570,166,0.01,0.07,0.01,0.01,0.06,0.01,0.16,2.34,#VALUE!,245.45,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G LONG,12575939,2.0988,0.99,2.12,3053,4488,1063,0.09,0.14,0.03,0.09,0.13,0.03,0.50,1.68,#VALUE!,818.37,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G SHORT,12574396,1.3464,0.99,1.36,1493,2557,411,0.03,0.05,0.01,0.03,0.05,0.01,0.17,1.08,#VALUE!,243.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G SHORT,12596678,1.3662,0.99,1.38,2,1368,381,0.00,0.03,0.01,0.00,0.03,0.01,0.07,1.09,#VALUE!,159.42,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G SHORT,12575451,1.6137,0.99,1.63,1799,3098,373,0.04,0.07,0.01,0.04,0.07,0.01,0.24,1.29,#VALUE!,315.23,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G SHORT,12583593,1.4949,0.99,1.51,257,1391,295,0.01,0.03,0.01,0.01,0.03,0.01,0.08,1.20,#VALUE!,156.17,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G SHORT,12621524,1.5345,0.99,1.55,5,3940,183,0.00,0.09,0.00,0.00,0.09,0.00,0.18,1.23,#VALUE!,245.60,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
114G SHORT,12579935,1.8315,0.99,1.85,234,2631,230,0.01,0.07,0.01,0.01,0.07,0.01,0.16,1.47,#VALUE!,239.73,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
115L,25163203,1.782,0.99,1.80,2316,46,190,0.06,0.00,0.00,0.06,0.00,0.00,0.13,1.43,#VALUE!,126.15,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
115L,12609725,1.5345,0.99,1.55,21,5603,184,0.00,0.13,0.00,0.00,0.12,0.00,0.25,1.23,#VALUE!,327.05,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
115L,25313499,1.3365,0.99,1.35,8,6839,221,0.00,0.13,0.00,0.00,0.13,0.00,0.27,1.07,#VALUE!,346.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
115RB,25320352,1.1583,0.99,1.17,23,8612,401,0.00,0.15,0.01,0.00,0.14,0.01,0.29,0.93,#VALUE!,405.65,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
115RB,12609724,1.3365,0.99,1.35,7,5781,177,0.00,0.11,0.00,0.00,0.11,0.00,0.22,1.07,#VALUE!,290.32,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
120UF,25325539,0.8019,0.99,0.81,36,8010,56,0.00,0.09,0.00,0.00,0.09,0.00,0.18,0.64,#VALUE!,212.44,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
120UF,25173633,0.8019,0.99,0.81,297,6803,359,0.00,0.08,0.00,0.00,0.08,0.00,0.17,0.64,#VALUE!,231.52,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
120UF,25314344,1.0692,0.99,1.08,8,13610,47,0.00,0.21,0.00,0.00,0.20,0.00,0.41,0.86,#VALUE!,470.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128 BODY SHORT,12610078,0.9702,0.99,0.98,81,4741,321,0.00,0.07,0.00,0.00,0.06,0.00,0.14,0.78,#VALUE!,206.71,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128 BODY SHORT,12610079,0.9702,0.99,0.98,72,4578,340,0.00,0.06,0.00,0.00,0.06,0.00,0.14,0.78,#VALUE!,205.13,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128 SHORT,12606973,1.0593,0.99,1.07,7,3690,546,0.00,0.06,0.01,0.00,0.06,0.01,0.13,0.85,#VALUE!,235.21,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128 SHORT,12606972,1.0593,0.99,1.07,77,3607,533,0.00,0.06,0.01,0.00,0.05,0.01,0.12,0.85,#VALUE!,230.83,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128 SHORT,12576584,1.0593,0.99,1.07,1685,2780,370,0.03,0.04,0.01,0.03,0.04,0.01,0.14,0.85,#VALUE!,193.94,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128 SHORT,12575300,1.0593,0.99,1.07,69,3877,443,0.00,0.06,0.01,0.00,0.06,0.01,0.13,0.85,#VALUE!,221.41,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128 SHORT,12575299,1.0593,0.99,1.07,68,3278,466,0.00,0.05,0.01,0.00,0.05,0.01,0.11,0.85,#VALUE!,205.99,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128 SHORT,12576585,0.9306,0.99,0.94,1785,2611,384,0.02,0.04,0.01,0.02,0.03,0.00,0.12,0.74,#VALUE!,169.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128F,12574110,1.881,0.99,1.90,2492,59,399,0.07,0.00,0.01,0.07,0.00,0.01,0.16,1.50,#VALUE!,214.30,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128F,12593013,1.881,0.99,1.90,17,7808,719,0.00,0.21,0.02,0.00,0.21,0.02,0.45,1.50,#VALUE!,725.84,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128LK,12613216,1.0593,0.99,1.07,71,3783,273,0.00,0.06,0.00,0.00,0.06,0.00,0.12,0.85,#VALUE!,183.62,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128LK,12595461,1.0494,0.99,1.06,72,4108,603,0.00,0.06,0.01,0.00,0.06,0.01,0.14,0.84,#VALUE!,259.38,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
129B REAR,25317908,1.8909,0.99,1.91,2,6341,439,0.00,0.17,0.01,0.00,0.17,0.01,0.36,1.51,#VALUE!,539.51,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
129B REAR,12569156,1.1088,0.99,1.12,146,6388,171,0.00,0.10,0.00,0.00,0.10,0.00,0.21,0.89,#VALUE!,263.07,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
132A,25319671,2.0592,0.99,2.08,1237,3143,298,0.04,0.09,0.01,0.04,0.09,0.01,0.27,1.65,#VALUE!,359.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
